Datetime,Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,DiffuseFlows,PowerConsumption_Zone1,PowerConsumption_Zone2,PowerConsumption_Zone3,Month
2017-12-07 06:20:00,5.157,86.2,0.086,0.066,0.145,22765.01901,18377.41639,9674.909964,12
2017-12-07 06:30:00,4.925,86.5,0.085,0.051,0.137,22844.10646,18263.27094,9467.466987,12
2017-12-07 06:40:00,4.973,86.7,0.081,0.059,0.137,22637.26236,17887.69561,9357.983193,12
2017-12-07 06:50:00,4.756,86.5,0.084,0.11,0.1,21615.20913,17913.47039,8718.367347,12
2017-12-07 07:00:00,4.562,87.3,0.083,0.077,0.122,21815.96958,18285.36361,8078.751501,12
2017-12-07 07:10:00,4.762,87.4,0.083,0.059,0.159,22120.15209,18281.6815,7583.193277,12
2017-12-07 07:20:00,4.83,86.9,0.081,0.081,0.134,22345.24715,18347.9595,7721.488595,12
2017-12-07 07:30:00,4.781,86.8,0.082,0.059,0.159,22393.91635,18370.05216,7635.054022,12
2017-12-07 07:40:00,4.581,86.8,0.085,0.099,0.148,22180.98859,18219.08561,7237.454982,12
2017-12-07 07:50:00,4.659,87.0,0.079,0.242,0.274,21992.39544,18498.92605,7162.545018,12
2017-12-07 08:00:00,4.663,86.7,0.084,1.153,1.135,22917.11027,18789.81283,7346.938776,12
2017-12-07 08:10:00,4.792,86.8,0.082,3.737,3.638,23446.38783,19297.94415,7404.561825,12
2017-12-07 08:20:00,4.601,86.4,0.085,7.72,7.58,24158.1749,19662.47315,7508.283313,12
2017-12-07 08:30:00,4.54,86.6,2.442,22.43,13.17,24444.10646,19798.71126,7490.996399,12
2017-12-07 08:40:00,4.584,86.6,1.855,57.75,19.52,25058.55513,19979.1347,7606.242497,12
2017-12-07 08:50:00,4.785,86.4,0.083,83.3,22.68,25423.57414,20196.37926,8084.513806,12
2017-12-07 09:00:00,4.832,86.3,0.085,105.2,25.36,26141.44487,20752.37803,8274.669868,12
2017-12-07 09:10:00,4.914,86.3,2.853,131.3,27.22,26816.73004,21175.8208,8205.522209,12
2017-12-07 09:20:00,5.086,86.1,4.913,157.0,28.96,27193.91635,21580.85302,8240.096038,12
2017-12-07 09:30:00,5.375,85.6,4.916,182.9,30.19,28051.71103,21949.06413,8286.194478,12
2017-12-07 09:40:00,5.736,84.5,1.274,209.3,30.43,28155.13308,22571.3409,8574.309724,12
2017-12-07 09:50:00,5.955,82.4,0.082,235.1,31.62,28684.41065,22670.7579,8574.309724,12
2017-12-07 10:00:00,6.144,81.7,0.079,260.6,32.17,28647.90875,23193.61767,8631.932773,12
2017-12-07 10:10:00,6.281,81.1,0.086,284.7,32.9,29231.93916,23351.94845,8856.662665,12
2017-12-07 10:20:00,6.541,81.3,0.084,307.6,34.04,29603.04183,23745.93434,8966.146459,12
2017-12-07 10:30:00,6.955,81.2,0.082,331.0,34.61,30028.89734,24110.46333,9294.597839,12
2017-12-07 10:40:00,7.48,80.7,0.087,352.0,34.97,30266.1597,24500.76711,9369.507803,12
2017-12-07 10:50:00,7.89,79.3,0.087,366.7,35.2,30278.327,25049.40166,9323.409364,12
2017-12-07 11:00:00,8.31,77.9,0.087,392.4,36.47,30466.92015,25752.68487,8361.104442,12
2017-12-07 11:10:00,8.91,76.3,0.085,408.6,36.61,31130.03802,25870.51243,8654.981993,12
2017-12-07 11:20:00,9.35,74.3,0.088,425.1,35.95,31184.79087,25866.83032,8574.309724,12
2017-12-07 11:30:00,9.86,70.6,0.086,439.7,36.16,31330.79848,26305.00153,8608.883553,12
2017-12-07 11:40:00,10.53,68.71,0.09,451.3,36.87,31689.73384,26220.31298,8672.268908,12
2017-12-07 11:50:00,10.89,66.28,0.09,462.2,37.72,31647.14829,26290.27309,8787.515006,12
2017-12-07 12:00:00,11.39,65.88,0.09,472.8,38.54,31282.12928,26349.18687,9006.482593,12
2017-12-07 12:10:00,11.79,64.04,0.09,481.5,39.64,31707.98479,26783.67597,8827.85114,12
2017-12-07 12:20:00,12.26,62.7,0.092,488.0,40.89,31817.49049,27181.34397,8908.523409,12
2017-12-07 12:30:00,12.77,61.1,0.091,490.0,41.85,31634.98099,27251.30408,8862.42497,12
2017-12-07 12:40:00,13.34,60.03,0.089,494.2,43.87,31744.48669,27453.82019,9162.064826,12
2017-12-07 12:50:00,13.5,60.13,0.09,496.0,45.05,31592.39544,27383.86008,9064.105642,12
2017-12-07 13:00:00,13.82,60.23,0.088,495.9,45.05,31324.71483,27162.93342,8948.859544,12
2017-12-07 13:10:00,14.25,60.57,0.089,494.6,45.52,31057.03422,27199.75453,8896.9988,12
2017-12-07 13:20:00,15.3,60.03,0.09,490.9,46.51,31002.28137,27332.31052,8989.195678,12
2017-12-07 13:30:00,15.67,57.13,0.084,484.3,47.05,31069.20152,27074.56275,9208.163265,12
2017-12-07 13:40:00,15.87,56.19,0.084,477.8,48.74,30692.01521,26964.09942,8879.711885,12
2017-12-07 13:50:00,15.57,56.76,0.083,469.9,47.91,30424.3346,26765.26542,9023.769508,12
2017-12-07 14:00:00,15.96,55.06,0.084,460.0,47.47,30789.35361,26846.27186,8931.572629,12
2017-12-07 14:10:00,16.2,54.92,0.083,450.1,47.13,30734.60076,27070.88064,9196.638655,12
2017-12-07 14:20:00,16.32,54.79,0.088,437.7,45.27,30692.01521,26953.05308,8966.146459,12
2017-12-07 14:30:00,16.3,53.72,0.084,426.8,43.99,30710.26616,27107.70175,8925.810324,12
2017-12-07 14:40:00,16.01,55.03,0.079,413.6,43.52,30880.60837,27317.58208,8891.236495,12
2017-12-07 14:50:00,16.4,54.09,0.087,396.6,43.78,30466.92015,27398.58852,8948.859544,12
2017-12-07 15:00:00,16.44,53.82,0.084,380.1,44.51,30144.48669,27405.95275,8839.37575,12
2017-12-07 15:10:00,16.46,52.85,0.086,364.3,49.07,30339.1635,27369.13164,8678.031212,12
2017-12-07 15:20:00,16.61,53.32,0.084,345.5,62.15,30296.57795,27332.31052,8672.268908,12
2017-12-07 15:30:00,16.63,53.36,0.081,327.0,91.8,30041.06464,27048.78797,8660.744298,12
2017-12-07 15:40:00,16.47,54.06,0.081,306.5,142.2,29931.55894,27166.61553,8649.219688,12
2017-12-07 15:50:00,16.37,53.59,0.083,283.6,210.8,29961.97719,27254.98619,8678.031212,12
2017-12-07 16:00:00,16.73,53.35,0.086,258.1,253.3,29925.47529,27030.37742,8499.39976,12
2017-12-07 16:10:00,17.01,52.18,0.089,234.4,257.6,29955.89354,26809.45075,8522.44898,12
2017-12-07 16:20:00,17.1,51.88,0.085,209.9,244.5,30253.9924,26389.69009,9617.286915,12
2017-12-07 16:30:00,16.98,53.29,0.09,183.4,218.7,30466.92015,26386.00798,10055.22209,12
2017-12-07 16:40:00,16.86,53.29,0.081,156.2,190.3,31105.70342,27034.05953,10326.05042,12
2017-12-07 16:50:00,16.49,54.86,0.082,134.7,166.6,31835.74144,27354.40319,11190.39616,12
2017-12-07 17:00:00,16.44,55.29,0.085,113.8,142.0,32796.95817,28245.47407,12930.61224,12
2017-12-07 17:10:00,16.36,55.99,0.082,92.3,116.5,34378.70722,30274.31728,14486.43457,12
2017-12-07 17:20:00,15.77,59.19,0.085,71.8,92.5,37469.20152,32546.17981,15327.73109,12
2017-12-07 17:30:00,14.74,62.06,0.09,53.31,69.65,39555.89354,33580.85302,15759.90396,12
2017-12-07 17:40:00,14.7,62.03,0.091,19.92,21.85,40091.25475,34317.27524,15955.82233,12
2017-12-07 17:50:00,14.04,63.13,0.092,11.03,11.24,40225.09506,34273.0899,16042.2569,12
2017-12-07 18:00:00,13.69,64.8,0.087,6.065,6.108,40030.41825,34221.54035,16416.80672,12
2017-12-07 18:10:00,13.16,66.1,0.093,2.712,2.759,40085.1711,34449.83124,16462.90516,12
2017-12-07 18:20:00,13.1,66.67,0.087,0.681,0.719,40079.08745,34162.62657,16376.47059,12
2017-12-07 18:30:00,13.92,65.13,0.081,0.044,0.108,40012.1673,34041.11691,16434.09364,12
2017-12-07 18:40:00,13.95,63.56,0.084,0.055,0.122,39981.74905,34030.07057,16497.47899,12
2017-12-07 18:50:00,13.63,64.96,0.084,0.051,0.115,39939.1635,33893.83246,16716.44658,12
2017-12-07 19:00:00,13.22,65.8,0.083,0.07,0.108,39884.41065,33683.95213,16739.4958,12
2017-12-07 19:10:00,12.61,68.2,0.081,0.051,0.122,39890.4943,34077.93802,16526.29052,12
2017-12-07 19:20:00,12.64,68.3,0.083,0.059,0.096,39422.05323,34077.93802,16439.85594,12
2017-12-07 19:30:00,13.05,65.77,0.083,0.048,0.137,39209.12548,34250.99724,16203.60144,12
2017-12-07 19:40:00,12.65,67.5,0.081,0.099,0.085,38813.68821,34037.4348,16434.09364,12
2017-12-07 19:50:00,12.51,68.03,0.083,0.055,0.108,38758.93536,33742.86591,16347.65906,12
2017-12-07 20:00:00,12.09,69.67,0.085,0.048,0.145,38625.09506,33499.84658,16532.05282,12
2017-12-07 20:10:00,11.9,70.0,0.079,0.051,0.137,39057.03422,34044.79902,16555.10204,12
2017-12-07 20:20:00,11.78,70.3,0.084,0.066,0.119,39038.78327,33875.42191,16704.92197,12
2017-12-07 20:30:00,11.71,70.9,0.081,0.073,0.111,38984.03042,33960.11046,16514.76591,12
2017-12-07 20:40:00,11.63,70.9,0.083,0.044,0.163,38771.10266,33731.81958,16272.7491,12
2017-12-07 20:50:00,11.27,71.7,0.083,0.044,0.137,38448.6692,33746.54802,16255.46218,12
2017-12-07 21:00:00,11.1,73.1,0.079,0.051,0.134,37828.13688,33610.30991,16186.31453,12
2017-12-07 21:10:00,10.86,73.5,0.085,0.073,0.156,37615.20913,33135.31758,16117.16687,12
2017-12-07 21:20:00,10.94,73.1,0.08,0.062,0.115,37256.27376,32840.7487,15978.87155,12
2017-12-07 21:30:00,10.73,74.8,0.083,0.048,0.163,36726.9962,32877.56981,15794.47779,12
2017-12-07 21:40:00,10.83,74.4,0.079,0.066,0.13,36136.88213,31758.20804,15419.92797,12
2017-12-07 21:50:00,10.75,74.4,0.082,0.084,0.137,35893.53612,30786.13071,15333.4934,12
2017-12-07 22:00:00,10.67,74.3,0.079,0.07,0.148,35157.41445,30417.91961,15097.2389,12
2017-12-07 22:10:00,10.4,74.7,0.076,0.055,0.178,34737.64259,29942.92728,14786.07443,12
2017-12-07 22:20:00,10.23,76.2,0.08,0.084,0.134,34342.20532,29372.20006,14739.97599,12
2017-12-07 22:30:00,10.11,76.6,0.08,0.033,0.159,33709.5057,28853.0224,14555.58223,12
2017-12-07 22:40:00,10.17,76.6,0.077,0.04,0.115,33003.80228,28359.61952,14382.71309,12
2017-12-07 22:50:00,10.29,75.7,0.083,0.055,0.126,32030.41825,27590.0583,13973.58944,12
2017-12-07 23:00:00,10.48,74.4,0.082,0.084,0.119,31184.79087,27067.19853,13650.90036,12
2017-12-07 23:10:00,10.35,73.0,0.08,0.07,0.111,30473.0038,26154.03498,13345.4982,12
2017-12-07 23:20:00,10.23,73.1,0.085,0.04,0.134,29651.71103,25424.97699,13120.76831,12
2017-12-07 23:30:00,10.41,72.8,0.08,0.055,0.141,28970.34221,24817.42866,12988.23529,12
2017-12-07 23:40:00,10.51,71.9,0.083,0.055,0.134,28234.22053,24169.37711,12348.61945,12
2017-12-07 23:50:00,10.51,71.2,0.082,0.059,0.167,27406.84411,23362.99478,12072.02881,12
2017-12-08 00:00:00,10.82,71.3,0.081,0.055,0.111,26768.06084,22836.4529,11853.06122,12
2017-12-08 00:10:00,11.16,69.1,0.083,0.059,0.13,26208.36502,22236.26879,11864.58583,12
2017-12-08 00:20:00,10.89,68.8,0.081,0.066,0.167,25654.75285,21724.45535,11616.80672,12
2017-12-08 00:30:00,10.69,69.0,0.079,0.044,0.13,25210.64639,21271.55569,11357.503,12
2017-12-08 00:40:00,10.72,68.33,0.08,0.077,0.1,24748.28897,20678.73581,11167.34694,12
2017-12-08 00:50:00,10.74,68.4,0.079,0.07,0.152,24401.52091,20277.3857,11086.67467,12
2017-12-08 01:00:00,10.76,69.3,0.08,0.091,0.122,24073.0038,19824.48604,10902.28091,12
2017-12-08 01:10:00,10.46,70.9,0.08,0.048,0.137,23750.57034,19415.77171,10556.54262,12
2017-12-08 01:20:00,10.27,71.5,0.082,0.051,0.126,23403.80228,19025.46793,10274.18968,12
2017-12-08 01:30:00,9.78,74.0,0.08,0.04,0.204,23050.95057,18727.21694,10176.23049,12
2017-12-08 01:40:00,9.5,74.3,0.08,0.073,0.104,22990.11407,18572.56827,10216.56663,12
2017-12-08 01:50:00,9.59,74.4,0.081,0.037,0.148,22740.68441,18211.72139,10043.69748,12
2017-12-08 02:00:00,9.6,73.4,0.083,0.073,0.141,22430.41825,17939.24517,9893.877551,12
2017-12-08 02:10:00,9.83,72.7,0.08,0.062,0.156,22320.91255,17703.59006,9865.066026,12
2017-12-08 02:20:00,9.84,71.1,0.082,0.088,0.104,21864.63878,17582.08039,9974.54982,12
2017-12-08 02:30:00,9.78,70.6,0.086,0.084,0.122,21633.46008,17412.70328,9945.738295,12
2017-12-08 02:40:00,9.89,69.61,0.083,0.088,0.156,21493.53612,17250.6904,9628.811525,12
2017-12-08 02:50:00,9.94,68.43,0.079,0.077,0.111,21426.61597,17037.12795,9548.139256,12
2017-12-08 03:00:00,10.13,67.77,0.082,0.059,0.156,21183.26996,16952.4394,9542.376951,12
2017-12-08 03:10:00,10.29,65.9,0.082,0.062,0.111,21116.34981,16783.06229,9692.196879,12
2017-12-08 03:20:00,10.22,65.73,0.08,0.04,0.2,21073.76426,16768.33384,9594.237695,12
2017-12-08 03:30:00,10.32,64.97,0.083,0.051,0.115,20830.41825,16735.19485,9467.466987,12
2017-12-08 03:40:00,10.2,64.6,0.084,0.081,0.159,20824.3346,16841.97607,9559.663866,12
2017-12-08 03:50:00,10.26,64.49,0.082,0.029,0.119,20952.09125,16783.06229,9588.47539,12
2017-12-08 04:00:00,10.17,65.0,0.082,0.091,0.096,21092.01521,16860.38662,9565.42617,12
2017-12-08 04:10:00,9.98,66.23,0.082,0.062,0.104,20964.25856,16528.99662,9444.417767,12
2017-12-08 04:20:00,9.58,68.61,0.08,0.073,0.126,21092.01521,16617.36729,9369.507803,12
2017-12-08 04:30:00,8.93,71.9,0.081,0.059,0.134,21122.43346,16812.51918,9553.901561,12
2017-12-08 04:40:00,8.62,72.6,0.081,0.066,0.13,21067.68061,16495.85763,9640.336134,12
2017-12-08 04:50:00,8.87,71.9,0.08,0.073,0.152,21286.69202,16679.96318,9617.286915,12
2017-12-08 05:00:00,8.98,70.8,0.082,0.062,0.167,21450.95057,17044.49218,9588.47539,12
2017-12-08 05:10:00,8.96,69.71,0.082,0.073,0.141,21536.12167,17353.78951,9571.188475,12
2017-12-08 05:20:00,8.92,69.48,0.08,0.059,0.126,21444.86692,17364.83584,9709.483794,12
2017-12-08 05:30:00,9.06,68.71,0.08,0.073,0.111,21469.20152,17652.0405,10009.12365,12
2017-12-08 05:40:00,9.32,67.27,0.08,0.077,0.156,22381.74905,18683.0316,10049.45978,12
2017-12-08 05:50:00,9.42,66.34,0.082,0.084,0.111,22424.3346,18771.40227,10003.36134,12
2017-12-08 06:00:00,9.55,66.01,0.084,0.084,0.152,22266.1597,18697.76005,9899.639856,12
2017-12-08 06:10:00,9.61,65.37,0.082,0.062,0.137,22381.74905,18708.80638,9813.205282,12
2017-12-08 06:20:00,9.52,65.31,0.08,0.07,0.167,22533.8403,18929.73305,9553.901561,12
2017-12-08 06:30:00,9.42,65.34,0.082,0.066,0.126,22819.77186,18727.21694,9288.835534,12
2017-12-08 06:40:00,9.24,65.71,0.079,0.066,0.115,22509.5057,18495.24394,8971.908764,12
2017-12-08 06:50:00,9.27,65.97,0.08,0.073,0.13,21773.38403,18557.83983,8643.457383,12
2017-12-08 07:00:00,9.42,64.64,0.082,0.077,0.119,21864.63878,19032.83216,7992.316927,12
2017-12-08 07:10:00,9.76,63.77,0.081,0.062,0.156,22320.91255,19084.38171,7421.848739,12
2017-12-08 07:20:00,9.97,63.07,0.082,0.066,0.145,22406.08365,18948.1436,7289.315726,12
2017-12-08 07:30:00,10.23,61.7,0.08,0.062,0.108,22363.4981,18981.2826,7191.356543,12
2017-12-08 07:40:00,10.06,62.07,0.08,0.084,0.141,22180.98859,18892.91194,7266.266507,12
2017-12-08 07:50:00,10.11,62.34,0.083,0.187,0.323,22144.48669,18797.17705,7156.782713,12
2017-12-08 08:00:00,10.1,61.64,0.08,1.219,1.153,22576.42586,19389.99693,7127.971188,12
2017-12-08 08:10:00,9.84,62.47,0.085,3.598,3.501,23342.96578,19960.72415,7266.266507,12
2017-12-08 08:20:00,9.99,62.84,0.083,7.02,6.809,24115.58935,20277.3857,7565.906363,12
2017-12-08 08:30:00,9.85,62.34,0.084,19.6,11.2,24723.95437,20432.03437,7744.537815,12
2017-12-08 08:40:00,9.99,62.27,0.083,61.67,17.12,25168.06084,20369.43848,7675.390156,12
2017-12-08 08:50:00,9.96,61.47,0.083,85.1,19.64,25435.74144,20719.23903,7704.201681,12
2017-12-08 09:00:00,9.88,61.64,0.082,109.3,21.76,25666.92015,21245.78091,8072.989196,12
2017-12-08 09:10:00,10.21,60.8,0.084,134.0,23.61,26725.47529,21805.4618,8793.277311,12
2017-12-08 09:20:00,10.48,60.03,0.081,159.7,25.32,27035.74144,21238.41669,9231.212485,12
2017-12-08 09:30:00,10.59,59.73,0.087,185.0,26.18,27382.50951,21547.71402,9265.786315,12
2017-12-08 09:40:00,10.79,59.07,0.085,210.6,27.05,27589.35361,21831.23658,9421.368547,12
2017-12-08 09:50:00,11.14,58.53,0.085,236.5,28.22,28228.13688,22247.31513,9778.631453,12
2017-12-08 10:00:00,11.52,57.63,0.084,261.7,29.35,28891.25475,22921.14145,9162.064826,12
2017-12-08 10:10:00,11.85,57.53,0.082,289.0,33.53,29262.35741,23756.98067,9133.253301,12
2017-12-08 10:20:00,12.13,57.56,0.083,311.3,42.72,29317.11027,24033.139,9248.4994,12
2017-12-08 10:30:00,12.41,57.33,0.084,325.6,40.41,29676.04563,24206.19822,9404.081633,12
2017-12-08 10:40:00,12.68,57.13,0.083,357.2,39.63,30028.89734,24533.90611,9559.663866,12
2017-12-08 10:50:00,13.13,55.89,0.083,384.8,49.53,30126.23574,24935.25621,9548.139256,12
2017-12-08 11:00:00,13.33,56.69,0.082,383.1,69.21,30515.58935,25218.77877,9450.180072,12
2017-12-08 11:10:00,14.11,54.49,0.082,390.4,66.04,30546.0076,25351.33477,9502.040816,12
2017-12-08 11:20:00,14.51,54.89,0.084,454.2,76.1,30825.85551,25734.27432,9611.52461,12
2017-12-08 11:30:00,14.89,54.26,0.085,434.4,94.4,31117.87072,25892.60509,9674.909964,12
2017-12-08 11:40:00,15.0,54.92,0.085,444.2,79.2,31397.71863,26076.71065,9588.47539,12
2017-12-08 11:50:00,15.09,54.62,0.084,472.3,87.5,31178.70722,26003.06843,9703.721489,12
2017-12-08 12:00:00,15.32,54.42,0.081,483.3,98.0,30539.92395,25730.59221,9778.631453,12
2017-12-08 12:10:00,15.62,51.49,0.084,522.8,101.0,29803.80228,25616.44676,10084.03361,12
2017-12-08 12:20:00,15.9,49.12,0.083,488.6,111.5,30150.57034,25752.68487,9980.312125,12
2017-12-08 12:30:00,15.97,48.21,0.084,439.3,109.4,29968.06084,25804.23443,9939.97599,12
2017-12-08 12:40:00,16.09,48.61,0.083,499.2,93.7,30053.23194,25785.82387,9963.02521,12
2017-12-08 12:50:00,16.29,48.24,0.083,513.5,83.9,29968.06084,25866.83032,10107.08283,12
2017-12-08 13:00:00,16.52,47.78,0.084,557.9,113.8,30095.81749,26161.3992,10308.76351,12
2017-12-08 13:10:00,16.65,47.24,0.087,517.1,105.4,30460.8365,26389.69009,10181.9928,12
2017-12-08 13:20:00,16.55,47.94,0.083,491.3,65.33,30612.92776,26470.69653,10124.36975,12
2017-12-08 13:30:00,16.68,48.31,0.085,503.4,43.23,30381.74905,26201.90242,10020.64826,12
2017-12-08 13:40:00,16.87,45.87,0.085,494.3,38.84,30521.673,26198.22031,10147.41897,12
2017-12-08 13:50:00,16.9,47.64,0.087,487.1,38.71,30296.57795,25807.91654,9963.02521,12
2017-12-08 14:00:00,17.0,48.11,0.086,482.8,43.91,30095.81749,25852.10187,9813.205282,12
2017-12-08 14:10:00,17.03,47.5,0.086,481.5,60.41,30211.40684,25749.00276,9761.344538,12
2017-12-08 14:20:00,17.02,47.73,0.083,478.2,85.8,30101.90114,25811.59865,9755.582233,12
2017-12-08 14:30:00,17.13,47.13,0.088,419.0,109.0,29992.39544,25690.08898,9939.97599,12
2017-12-08 14:40:00,17.01,46.63,0.085,341.2,82.2,30193.15589,25734.27432,9767.106843,12
2017-12-08 14:50:00,17.14,46.7,0.085,401.2,45.04,30101.90114,25620.12887,9795.918367,12
2017-12-08 15:00:00,17.21,46.36,0.086,394.0,39.34,29384.03042,25469.16232,9669.147659,12
2017-12-08 15:10:00,17.32,46.33,0.083,376.2,43.48,29676.04563,25844.73765,9916.926771,12
2017-12-08 15:20:00,17.4,48.43,0.083,362.2,60.9,29949.80989,25925.74409,9663.385354,12
2017-12-08 15:30:00,17.31,48.66,0.083,349.2,104.3,29828.13688,25432.34121,9490.516206,12
2017-12-08 15:40:00,17.25,47.93,0.083,277.7,140.7,29639.54373,25152.50077,9398.319328,12
2017-12-08 15:50:00,17.16,47.63,0.085,271.9,188.5,29414.44867,25174.59343,9519.327731,12
2017-12-08 16:00:00,17.17,46.4,0.083,251.0,221.2,29590.87452,25307.14943,9548.139256,12
2017-12-08 16:10:00,17.06,47.53,0.083,191.5,185.4,29548.28897,25277.69254,9478.991597,12
2017-12-08 16:20:00,17.03,45.73,0.085,236.3,259.6,29542.20532,25089.90488,9467.466987,12
2017-12-08 16:30:00,16.98,47.36,0.087,174.7,192.3,30156.65399,25237.18932,9657.623049,12
2017-12-08 16:40:00,16.71,47.83,0.087,125.4,138.6,30515.58935,25649.58576,10245.37815,12
2017-12-08 16:50:00,16.49,50.37,0.084,74.3,79.9,30959.69582,26117.21387,10884.994,12
2017-12-08 17:00:00,16.28,50.63,0.083,79.2,90.5,31750.57034,26831.54342,12354.38175,12
2017-12-08 17:10:00,16.21,51.9,0.085,115.1,138.9,33435.74144,28396.44063,14077.31092,12
2017-12-08 17:20:00,16.17,52.24,0.086,109.6,131.0,36288.97338,30764.03805,15241.29652,12
2017-12-08 17:30:00,16.08,52.4,0.085,84.5,102.1,38655.51331,32873.8877,15713.80552,12
2017-12-08 17:40:00,15.87,52.77,0.085,31.78,33.59,39245.62738,32829.70236,15587.03481,12
2017-12-08 17:50:00,15.54,54.14,0.083,16.42,16.76,39288.21293,33297.33047,15771.42857,12
2017-12-08 18:00:00,15.3,55.11,0.085,6.207,6.523,38953.61217,33124.27125,15829.05162,12
2017-12-08 18:10:00,15.27,55.74,0.085,3.755,3.742,39111.78707,33120.58914,16151.7407,12
2017-12-08 18:20:00,15.01,57.18,0.083,1.409,1.52,39166.53992,33326.78736,16163.26531,12
2017-12-08 18:30:00,14.85,57.74,0.082,0.055,0.167,39288.21293,33374.6548,16117.16687,12
2017-12-08 18:40:00,14.61,59.41,0.083,0.062,0.108,39349.04943,33400.42958,16157.503,12
2017-12-08 18:50:00,14.26,61.45,0.082,0.037,0.089,39184.79087,33393.06536,16313.08523,12
2017-12-08 19:00:00,13.94,62.72,0.082,0.066,0.108,38904.94297,33551.39613,16411.04442,12
2017-12-08 19:10:00,13.75,63.62,0.083,0.048,0.133,38947.52852,33599.26358,16197.83914,12
2017-12-08 19:20:00,13.62,63.99,0.082,0.07,0.074,38850.19011,33485.11813,16076.83073,12
2017-12-08 19:30:00,13.41,64.99,0.085,0.088,0.085,38600.76046,33212.64191,16048.01921,12
2017-12-08 19:40:00,13.31,65.22,0.083,0.062,0.063,38363.4981,32848.11292,16169.02761,12
2017-12-08 19:50:00,13.07,66.22,0.083,0.044,0.104,38430.41825,32822.33814,16071.06843,12
2017-12-08 20:00:00,12.86,66.76,0.081,0.044,0.156,38326.9962,32814.97392,16111.40456,12
2017-12-08 20:10:00,12.91,66.59,0.081,0.051,0.133,38844.10646,33153.72814,16382.23289,12
2017-12-08 20:20:00,12.83,66.69,0.082,0.066,0.145,39032.69962,33551.39613,16549.33974,12
2017-12-08 20:30:00,12.43,68.46,0.08,0.044,0.115,38649.42966,33466.70758,16704.92197,12
2017-12-08 20:40:00,12.12,69.59,0.084,0.07,0.141,38308.74525,33477.75391,16543.57743,12
2017-12-08 20:50:00,11.78,70.7,0.081,0.081,0.141,38071.48289,33234.73458,16278.5114,12
2017-12-08 21:00:00,11.71,70.8,0.08,0.051,0.163,37603.04183,33035.90058,16071.06843,12
2017-12-08 21:10:00,11.57,71.1,0.083,0.044,0.104,37055.51331,32380.48481,16203.60144,12
2017-12-08 21:20:00,11.32,72.1,0.079,0.051,0.141,36860.8365,32428.35226,15950.06002,12
2017-12-08 21:30:00,11.26,72.8,0.081,0.055,0.13,36325.47529,31872.35348,15800.2401,12
2017-12-08 21:40:00,11.46,72.0,0.082,0.044,0.1,36203.80228,31614.60571,15615.84634,12
2017-12-08 21:50:00,11.45,71.7,0.082,0.051,0.085,35966.53992,31239.03038,15540.93637,12
2017-12-08 22:00:00,11.27,72.1,0.081,0.073,0.115,35558.93536,30683.0316,15293.15726,12
2017-12-08 22:10:00,11.14,73.1,0.082,0.055,0.093,35163.4981,30318.50261,14935.89436,12
2017-12-08 22:20:00,10.84,74.1,0.081,0.04,0.185,34427.37643,29810.37128,14665.06603,12
2017-12-08 22:30:00,10.55,74.2,0.083,0.07,0.104,33928.51711,29523.16662,14463.38535,12
2017-12-08 22:40:00,10.18,75.8,0.082,0.077,0.115,33228.89734,28551.08929,14244.41777,12
2017-12-08 22:50:00,10.31,75.5,0.086,0.051,0.141,32444.10646,27873.58085,13875.63025,12
2017-12-08 23:00:00,9.96,76.9,0.083,0.07,0.122,31787.07224,27295.48941,13449.21969,12
2017-12-08 23:10:00,9.54,78.3,0.083,0.073,0.163,31075.28517,26765.26542,13155.34214,12
2017-12-08 23:20:00,9.41,79.1,0.088,0.051,0.167,30509.5057,25936.79043,12982.47299,12
2017-12-08 23:30:00,9.43,79.1,0.094,0.084,0.152,29736.88213,25472.84443,12775.03001,12
2017-12-08 23:40:00,9.3,79.7,0.089,0.066,0.119,28647.90875,24500.76711,12244.89796,12
2017-12-08 23:50:00,9.05,80.5,0.086,0.044,0.174,27850.95057,23543.41823,12008.64346,12
2017-12-09 00:00:00,8.91,80.7,0.083,0.066,0.148,27248.6692,22873.27401,11899.15966,12
2017-12-09 00:10:00,8.9,81.1,0.083,0.062,0.13,26859.31559,22457.19546,11801.20048,12
2017-12-09 00:20:00,8.8,81.6,0.085,0.084,0.115,26257.03422,22044.79902,11576.47059,12
2017-12-09 00:30:00,8.93,81.8,0.083,0.048,0.182,25709.5057,21359.92636,11374.78992,12
2017-12-09 00:40:00,8.94,81.1,0.084,0.029,0.211,25198.47909,20778.15281,11207.68307,12
2017-12-09 00:50:00,8.76,80.9,0.085,0.073,0.141,24784.79087,20531.45137,11322.92917,12
2017-12-09 01:00:00,8.7,81.4,0.082,0.066,0.115,24249.42966,19949.67782,11219.20768,12
2017-12-09 01:10:00,8.62,81.5,0.081,0.055,0.141,23774.90494,19658.79104,11080.91236,12
2017-12-09 01:20:00,8.42,81.8,0.082,0.081,0.115,23440.30418,19375.26849,11006.0024,12
2017-12-09 01:30:00,8.56,81.9,0.08,0.051,0.145,23470.72243,19202.20927,10913.80552,12
2017-12-09 01:40:00,8.63,81.4,0.082,0.037,0.171,23075.28517,18675.66738,10925.33013,12
2017-12-09 01:50:00,8.55,82.1,0.08,0.048,0.115,22485.1711,18406.87327,10608.40336,12
